Entity,Code,Year,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",World Bank's income classification,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",Year
Belize,BLZ,1993,57.83147,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1994,60.505924,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1995,64.08289,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1996,69.39723,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1997,77.319,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1998,84.88136,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1999,91.42103,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2000,93.17184,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2001,85.34052,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2002,80.32333,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2003,79.54008,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2004,80.81259,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2005,80.7494,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2006,82.47564,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2007,82.96688,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2008,82.69994,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2009,86.1444,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2010,89.84263,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2011,91.57869,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2012,93.62605,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2013,98.63555,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2014,105.7222,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2015,113.18796,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2016,117.77154,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2017,123.25231,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2018,131.75038,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2019,138.04837,Upper-middle-income countries,138.04837,2019
Belize,BLZ,1987,,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1988,,Lower-middle-income countries,138.04837,2019
Belize,BLZ,1989,,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2020,,Lower-middle-income countries,138.04837,2019
Belize,BLZ,2021,,Upper-middle-income countries,138.04837,2019
Belize,BLZ,2022,,Upper-middle-income countries,138.04837,2019
Benin,BEN,1990,1516.395,Low-income countries,1938.2441,2019
Benin,BEN,1991,1528.3992,Low-income countries,1938.2441,2019
Benin,BEN,1992,1529.1892,Low-income countries,1938.2441,2019
Benin,BEN,1993,1529.2343,Low-income countries,1938.2441,2019
Benin,BEN,1994,1543.5413,Low-income countries,1938.2441,2019
Benin,BEN,1995,1553.1638,Low-income countries,1938.2441,2019
Benin,BEN,1996,1571.1498,Low-income countries,1938.2441,2019
Benin,BEN,1997,1563.7268,Low-income countries,1938.2441,2019
Benin,BEN,1998,1568.5354,Low-income countries,1938.2441,2019
Benin,BEN,1999,1570.6655,Low-income countries,1938.2441,2019
Benin,BEN,2000,1585.9452,Low-income countries,1938.2441,2019
Benin,BEN,2001,1588.1572,Low-income countries,1938.2441,2019
Benin,BEN,2002,1603.8109,Low-income countries,1938.2441,2019
Benin,BEN,2003,1608.5255,Low-income countries,1938.2441,2019
Benin,BEN,2004,1610.4613,Low-income countries,1938.2441,2019
Benin,BEN,2005,1608.3851,Low-income countries,1938.2441,2019
Benin,BEN,2006,1629.062,Low-income countries,1938.2441,2019
Benin,BEN,2007,1641.9603,Low-income countries,1938.2441,2019
Benin,BEN,2008,1690.3513,Low-income countries,1938.2441,2019
Benin,BEN,2009,1743.5679,Low-income countries,1938.2441,2019
Benin,BEN,2010,1785.2773,Low-income countries,1938.2441,2019
Benin,BEN,2011,1831.2374,Low-income countries,1938.2441,2019
Benin,BEN,2012,1862.0992,Low-income countries,1938.2441,2019
Benin,BEN,2013,1894.7135,Low-income countries,1938.2441,2019
Benin,BEN,2014,1912.1406,Low-income countries,1938.2441,2019
Benin,BEN,2015,1930.6119,Low-income countries,1938.2441,2019
Benin,BEN,2016,1934.5782,Low-income countries,1938.2441,2019
Benin,BEN,2017,1945.7583,Low-income countries,1938.2441,2019
Benin,BEN,2018,1932.9009,Low-income countries,1938.2441,2019
Benin,BEN,2019,1938.2441,Lower-middle-income countries,1938.2441,2019
Benin,BEN,1987,,Low-income countries,1938.2441,2019
Benin,BEN,1988,,Low-income countries,1938.2441,2019
Benin,BEN,1989,,Low-income countries,1938.2441,2019
Benin,BEN,2020,,Lower-middle-income countries,1938.2441,2019
Benin,BEN,2021,,Lower-middle-income countries,1938.2441,2019
Benin,BEN,2022,,Lower-middle-income countries,1938.2441,2019
Bermuda,BMU,1990,57.67465,High-income countries,61.285347,2019
Bermuda,BMU,1991,56.202065,High-income countries,61.285347,2019
Bermuda,BMU,1992,53.73498,High-income countries,61.285347,2019
Bermuda,BMU,1993,54.002823,High-income countries,61.285347,2019
Bermuda,BMU,1994,53.141872,High-income countries,61.285347,2019
Bermuda,BMU,1995,51.016266,High-income countries,61.285347,2019
Bermuda,BMU,1996,52.123253,High-income countries,61.285347,2019
Bermuda,BMU,1997,49.69983,High-income countries,61.285347,2019
Bermuda,BMU,1998,48.966774,High-income countries,61.285347,2019
Bermuda,BMU,1999,49.04609,High-income countries,61.285347,2019
Bermuda,BMU,2000,49.429066,High-income countries,61.285347,2019
Bermuda,BMU,2001,48.10412,High-income countries,61.285347,2019
Bermuda,BMU,2002,48.018887,High-income countries,61.285347,2019
Bermuda,BMU,2003,48.100014,High-income countries,61.285347,2019
Bermuda,BMU,2004,48.028458,High-income countries,61.285347,2019
Bermuda,BMU,2005,48.405136,High-income countries,61.285347,2019
Bermuda,BMU,2006,49.40579,High-income countries,61.285347,2019
Bermuda,BMU,2007,49.59825,High-income countries,61.285347,2019
Bermuda,BMU,2008,50.20498,High-income countries,61.285347,2019
Bermuda,BMU,2009,50.791874,High-income countries,61.285347,2019
Bermuda,BMU,2010,51.21342,High-income countries,61.285347,2019
Bermuda,BMU,2011,52.16245,High-income countries,61.285347,2019
Bermuda,BMU,2012,53.372177,High-income countries,61.285347,2019
Bermuda,BMU,2013,54.608475,High-income countries,61.285347,2019
Bermuda,BMU,2014,55.98421,High-income countries,61.285347,2019
Bermuda,BMU,2015,56.850914,High-income countries,61.285347,2019
Bermuda,BMU,2016,57.754307,High-income countries,61.285347,2019
Bermuda,BMU,2017,59.05452,High-income countries,61.285347,2019
Bermuda,BMU,2018,60.26962,High-income countries,61.285347,2019
Bermuda,BMU,2019,61.285347,High-income countries,61.285347,2019
Bermuda,BMU,1987,,High-income countries,61.285347,2019
Bermuda,BMU,1988,,High-income countries,61.285347,2019
Bermuda,BMU,1989,,High-income countries,61.285347,2019
Bermuda,BMU,2020,,High-income countries,61.285347,2019
Bermuda,BMU,2021,,High-income countries,61.285347,2019
Bermuda,BMU,2022,,High-income countries,61.285347,2019
Bhutan,BTN,1990,208.6338,Low-income countries,332.15582,2019
Bhutan,BTN,1991,212.34401,Low-income countries,332.15582,2019
Bhutan,BTN,1992,215.5377,Low-income countries,332.15582,2019
Bhutan,BTN,1993,219.16298,Low-income countries,332.15582,2019
Bhutan,BTN,1994,222.52333,Low-income countries,332.15582,2019
Bhutan,BTN,1995,226.31271,Low-income countries,332.15582,2019
Bhutan,BTN,1996,226.20221,Low-income countries,332.15582,2019
Bhutan,BTN,1997,231.5388,Low-income countries,332.15582,2019
Bhutan,BTN,1998,236.35501,Low-income countries,332.15582,2019
Bhutan,BTN,1999,237.15753,Low-income countries,332.15582,2019
Bhutan,BTN,2000,245.37236,Low-income countries,332.15582,2019
Bhutan,BTN,2001,248.66211,Low-income countries,332.15582,2019
Bhutan,BTN,2002,251.94067,Low-income countries,332.15582,2019
Bhutan,BTN,2003,258.05447,Low-income countries,332.15582,2019
Bhutan,BTN,2004,261.84256,Low-income countries,332.15582,2019
Bhutan,BTN,2005,266.46133,Low-income countries,332.15582,2019
Bhutan,BTN,2006,270.62442,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2007,275.66098,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2008,280.39847,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2009,286.15308,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2010,289.96616,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2011,294.08157,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2012,297.6706,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2013,301.37888,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2014,305.39194,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2015,310.08365,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2016,314.8457,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2017,320.225,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2018,326.1631,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2019,332.15582,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,1987,,Low-income countries,332.15582,2019
Bhutan,BTN,1988,,Low-income countries,332.15582,2019
Bhutan,BTN,1989,,Low-income countries,332.15582,2019
Bhutan,BTN,2020,,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2021,,Lower-middle-income countries,332.15582,2019
Bhutan,BTN,2022,,Lower-middle-income countries,332.15582,2019
Bolivia,BOL,1990,2979.1863,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1991,2916.2979,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1992,2846.3103,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1993,2806.0518,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1994,2733.4768,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1995,2717.1658,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1996,2669.1047,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1997,2678.0483,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1998,2666.0203,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1999,2658.7883,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2000,2636.747,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2001,2607.2974,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2002,2584.3223,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2003,2573.4573,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2004,2550.1472,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2005,2550.6458,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2006,2569.8823,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2007,2589.3445,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2008,2625.67,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2009,2671.6284,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2010,2726.8916,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2011,2802.9087,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2012,2876.6968,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2013,2955.3608,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2014,3036.4463,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2015,3114.2158,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2016,3202.7102,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2017,3301.1516,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2018,3417.5698,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2019,3529.298,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1987,,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1988,,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,1989,,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2020,,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2021,,Lower-middle-income countries,3529.298,2019
Bolivia,BOL,2022,,Lower-middle-income countries,3529.298,2019
Bosnia and Herzegovina,BIH,1990,6204.7637,,8700.167,2019
Bosnia and Herzegovina,BIH,1991,6879.8203,,8700.167,2019
Bosnia and Herzegovina,BIH,1992,6945.647,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1993,7152.4976,Low-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1994,7252.4805,Low-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1995,7310.4126,Low-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1996,7254.1836,Low-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1997,7184.237,Low-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1998,6886.668,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,1999,6936.066,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2000,7159.863,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2001,7358.1523,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2002,7563.797,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2003,7649.2666,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2004,7624.518,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2005,7990.3755,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2006,7877.8955,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2007,8341.666,Lower-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2008,7981.2563,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2009,8091.952,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2010,8122.079,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2011,8229.729,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2012,8196.897,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2013,8346.571,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2014,8449.683,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2015,8684.992,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2016,8587.85,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2017,8602.065,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2018,8686.218,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2019,8700.167,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2020,,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2021,,Upper-middle-income countries,8700.167,2019
Bosnia and Herzegovina,BIH,2022,,Upper-middle-income countries,8700.167,2019
Botswana,BWA,1990,923.52264,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1991,979.76776,Upper-middle-income countries,1588.254,2019
Botswana,BWA,1992,1050.7596,Upper-middle-income countries,1588.254,2019
Botswana,BWA,1993,1129.2416,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1994,1226.6162,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1995,1328.8723,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1996,1425.7686,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1997,1507.4841,Upper-middle-income countries,1588.254,2019
Botswana,BWA,1998,1580.1805,Upper-middle-income countries,1588.254,2019
Botswana,BWA,1999,1631.9559,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2000,1680.4873,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2001,1714.2972,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2002,1728.5898,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2003,1704.3771,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2004,1644.7686,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2005,1570.1268,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2006,1529.3947,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2007,1458.347,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2008,1440.5667,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2009,1432.5082,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2010,1438.7744,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2011,1445.222,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2012,1444.6171,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2013,1450.1531,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2014,1457.7079,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2015,1474.6504,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2016,1488.1328,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2017,1521.2856,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2018,1556.2666,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2019,1588.254,Upper-middle-income countries,1588.254,2019
Botswana,BWA,1987,,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1988,,Lower-middle-income countries,1588.254,2019
Botswana,BWA,1989,,Lower-middle-income countries,1588.254,2019
Botswana,BWA,2020,,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2021,,Upper-middle-income countries,1588.254,2019
Botswana,BWA,2022,,Upper-middle-income countries,1588.254,2019
Brazil,BRA,1990,150020.47,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1991,148883.73,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1992,151624.4,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1993,157890.23,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1994,159255.53,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1995,160568.11,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1996,163217.1,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1997,162753.69,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1998,165700.98,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1999,166782.39,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2000,166826.52,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2001,167379.08,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2002,168161.52,Lower-middle-income countries,170119.67,2019
Brazil,BRA,2003,169253.2,Lower-middle-income countries,170119.67,2019
Brazil,BRA,2004,170150.83,Lower-middle-income countries,170119.67,2019
Brazil,BRA,2005,166779.47,Lower-middle-income countries,170119.67,2019
Brazil,BRA,2006,167391.78,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2007,167648.08,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2008,168313.94,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2009,169389.81,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2010,170141.61,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2011,170575.62,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2012,168828.22,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2013,168753.69,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2014,167745.4,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2015,168589.69,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2016,171728.38,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2017,168905.19,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2018,168852.4,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2019,170119.67,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1987,,Upper-middle-income countries,170119.67,2019
Brazil,BRA,1988,,Lower-middle-income countries,170119.67,2019
Brazil,BRA,1989,,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2020,,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2021,,Upper-middle-income countries,170119.67,2019
Brazil,BRA,2022,,Upper-middle-income countries,170119.67,2019
British Virgin Islands,VGB,2015,,High-income countries,,
British Virgin Islands,VGB,2016,,High-income countries,,
British Virgin Islands,VGB,2017,,High-income countries,,
British Virgin Islands,VGB,2018,,High-income countries,,
British Virgin Islands,VGB,2019,,High-income countries,,
British Virgin Islands,VGB,2020,,High-income countries,,
British Virgin Islands,VGB,2021,,High-income countries,,
British Virgin Islands,VGB,2022,,High-income countries,,
Brunei,BRN,1990,204.26736,High-income countries,267.00256,2019
Brunei,BRN,1991,201.44455,High-income countries,267.00256,2019
Brunei,BRN,1992,200.76967,High-income countries,267.00256,2019
Brunei,BRN,1993,199.16629,High-income countries,267.00256,2019
Brunei,BRN,1994,190.09398,High-income countries,267.00256,2019
Brunei,BRN,1995,186.48634,High-income countries,267.00256,2019
Brunei,BRN,1996,180.59848,High-income countries,267.00256,2019
Brunei,BRN,1997,183.15302,High-income countries,267.00256,2019
Brunei,BRN,1998,188.60272,High-income countries,267.00256,2019
Brunei,BRN,1999,191.04611,High-income countries,267.00256,2019
Brunei,BRN,2000,190.7445,High-income countries,267.00256,2019
Brunei,BRN,2001,188.17189,High-income countries,267.00256,2019
Brunei,BRN,2002,192.30617,High-income countries,267.00256,2019
Brunei,BRN,2003,198.70285,High-income countries,267.00256,2019
Brunei,BRN,2004,200.75002,High-income countries,267.00256,2019
Brunei,BRN,2005,203.6028,High-income countries,267.00256,2019
Brunei,BRN,2006,203.60654,High-income countries,267.00256,2019
Brunei,BRN,2007,199.81184,High-income countries,267.00256,2019
Brunei,BRN,2008,199.13226,High-income countries,267.00256,2019
Brunei,BRN,2009,203.69919,High-income countries,267.00256,2019
Brunei,BRN,2010,208.55122,High-income countries,267.00256,2019
Brunei,BRN,2011,209.57755,High-income countries,267.00256,2019
Brunei,BRN,2012,212.03117,High-income countries,267.00256,2019
Brunei,BRN,2013,220.48566,High-income countries,267.00256,2019
Brunei,BRN,2014,226.76015,High-income countries,267.00256,2019
Brunei,BRN,2015,232.85368,High-income countries,267.00256,2019
Brunei,BRN,2016,240.34111,High-income countries,267.00256,2019
Brunei,BRN,2017,249.98447,High-income countries,267.00256,2019
Brunei,BRN,2018,258.9579,High-income countries,267.00256,2019
Brunei,BRN,2019,267.00256,High-income countries,267.00256,2019
Brunei,BRN,1987,,High-income countries,267.00256,2019
Brunei,BRN,2020,,High-income countries,267.00256,2019
Brunei,BRN,2021,,High-income countries,267.00256,2019
Brunei,BRN,2022,,High-income countries,267.00256,2019
Bulgaria,BGR,1990,26511.396,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1991,26346.303,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1992,27105.727,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1993,27645.229,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1994,28473.928,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1995,28777.316,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1996,28893.318,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1997,29569.936,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1998,28644.36,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,1999,27212.549,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2000,26939.988,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2001,26284.39,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2002,25778.271,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2003,25449.568,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2004,25277.428,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2005,25411.48,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2006,25244.342,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2007,24465.488,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2008,23755.893,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2009,23222.738,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2010,22760.967,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2011,22386.191,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2012,21775.102,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2013,21322.729,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2014,21781.451,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2015,21449.469,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2016,21331.066,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2017,21074.186,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2018,20916.867,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2019,20638.621,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,1989,,Lower-middle-income countries,20638.621,2019
Bulgaria,BGR,2020,,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2021,,Upper-middle-income countries,20638.621,2019
Bulgaria,BGR,2022,,Upper-middle-income countries,20638.621,2019
Burkina Faso,BFA,1990,1931.592,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1991,1919.7057,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1992,1935.5781,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1993,1969.5713,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1994,1999.8931,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1995,2033.2029,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1996,2026.7325,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1997,2040.3247,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1998,2052.1575,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1999,2060.3152,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2000,2087.9075,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2001,2067.7166,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2002,2067.054,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2003,2078.9414,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2004,2113.094,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2005,2149.9473,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2006,2172.1675,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2007,2214.0713,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2008,2245.3972,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2009,2302.032,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2010,2374.724,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2011,2431.7942,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2012,2514.7307,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2013,2597.5566,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2014,2684.608,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2015,2754.0977,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2016,2846.9531,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2017,2924.4673,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2018,2980.5676,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2019,2990.1125,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1987,,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1988,,Low-income countries,2990.1125,2019
Burkina Faso,BFA,1989,,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2020,,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2021,,Low-income countries,2990.1125,2019
Burkina Faso,BFA,2022,,Low-income countries,2990.1125,2019
Burundi,BDI,1990,3566.4119,Low-income countries,2778.5208,2019
Burundi,BDI,1991,3559.784,Low-income countries,2778.5208,2019
